time,temperature,humidity,windspeed,uvindex,deviceid
04/04/2022 00:00:00,3,74.99,3.6,0,weather-pro-9
04/04/2022 00:05:00,3.4,74.89,2.7,0,weather-pro-9
04/04/2022 00:10:00,3.7,74.63,3.7,0,weather-pro-9
04/04/2022 00:15:00,3.3,75.54,4.3,0,weather-pro-9
04/04/2022 00:20:00,4,75.73,3.2,0,weather-pro-9
04/04/2022 00:25:00,2.2,74.42,4,0,weather-pro-9
04/04/2022 00:30:00,2.1,75.75,3,0,weather-pro-9
04/04/2022 00:35:00,2.3,75.98,3.1,0,weather-pro-9
04/04/2022 00:40:00,2.4,75.39,3.6,0,weather-pro-9
04/04/2022 00:45:00,3.8,75.07,3.7,0,weather-pro-9
04/04/2022 00:50:00,2.8,75.44,2.9,0,weather-pro-9
04/04/2022 00:55:00,3.6,74,3.6,0,weather-pro-9
04/04/2022 01:00:00,3,74.99,7.6,0,weather-pro-9
04/04/2022 01:05:00,2.9,75.66,8.4,0,weather-pro-9
04/04/2022 01:10:00,3.3,75.36,7.6,0,weather-pro-9
04/04/2022 01:15:00,2.5,74.72,7.8,0,weather-pro-9
04/04/2022 01:20:00,2.2,75.16,7.2,0,weather-pro-9
04/04/2022 01:25:00,2.6,74.6,7.9,0,weather-pro-9
04/04/2022 01:30:00,2.7,75.13,7.2,0,weather-pro-9
04/04/2022 01:35:00,2.2,75.69,8.5,0,weather-pro-9
04/04/2022 01:40:00,2.8,75.19,7.3,0,weather-pro-9
04/04/2022 01:45:00,2.2,74.07,7.9,0,weather-pro-9
04/04/2022 01:50:00,2.4,75.93,8.2,0,weather-pro-9
04/04/2022 01:55:00,3.8,74.47,7.8,0,weather-pro-9
04/04/2022 02:00:00,3,75.1,3.6,0,weather-pro-9
04/04/2022 02:05:00,2.8,75.23,3,0,weather-pro-9
04/04/2022 02:10:00,2.7,74.94,4.6,0,weather-pro-9
04/04/2022 02:15:00,3,74.8,4.3,0,weather-pro-9
04/04/2022 02:20:00,3.5,75.68,4.5,0,weather-pro-9
04/04/2022 02:25:00,4,74.53,2.9,0,weather-pro-9
04/04/2022 02:30:00,3.9,75.1,3.8,0,weather-pro-9
04/04/2022 02:35:00,3,74.28,3.8,0,weather-pro-9
04/04/2022 02:40:00,3.9,74.42,4.4,0,weather-pro-9
04/04/2022 02:45:00,3.3,75.03,3,0,weather-pro-9
04/04/2022 02:50:00,3.2,75.33,4.3,0,weather-pro-9
04/04/2022 02:55:00,2.4,74.68,4.1,0,weather-pro-9
04/04/2022 03:00:00,3,74.99,3.6,0,weather-pro-9
04/04/2022 03:05:00,2.1,74.86,4,0,weather-pro-9
04/04/2022 03:10:00,2.1,74.44,4,0,weather-pro-9
04/04/2022 03:15:00,4,75.12,4.3,0,weather-pro-9
04/04/2022 03:20:00,3.6,75.95,3.4,0,weather-pro-9
04/04/2022 03:25:00,2.9,75.75,3.8,0,weather-pro-9
04/04/2022 03:30:00,3.2,75.63,3.1,0,weather-pro-9
04/04/2022 03:35:00,2.7,74.33,4.5,0,weather-pro-9
04/04/2022 03:40:00,3.5,75.02,3.5,0,weather-pro-9
04/04/2022 03:45:00,2.8,75.07,2.7,0,weather-pro-9
04/04/2022 03:50:00,2.9,74.59,2.8,0,weather-pro-9
04/04/2022 03:55:00,3.2,75.81,4.6,0,weather-pro-9
04/04/2022 04:00:00,1,93.03,3.6,0,weather-pro-9
04/04/2022 04:05:00,0.5,93.56,4.2,0,weather-pro-9
04/04/2022 04:10:00,1.4,93.05,4.3,0,weather-pro-9
04/04/2022 04:15:00,0.3,93.14,3.8,0,weather-pro-9
04/04/2022 04:20:00,0.6,93.33,4,0,weather-pro-9
04/04/2022 04:25:00,0.2,93.19,3.9,0,weather-pro-9
04/04/2022 04:30:00,1.9,92.36,4,0,weather-pro-9
04/04/2022 04:35:00,1.6,93.81,4.5,0,weather-pro-9
04/04/2022 04:40:00,1.7,92.71,4.1,0,weather-pro-9
04/04/2022 04:45:00,0.8,93.78,3.5,0,weather-pro-9
04/04/2022 04:50:00,1.3,92.59,4.4,0,weather-pro-9
04/04/2022 04:55:00,1.8,93.5,2.6,0,weather-pro-9
