time,temperature,humidity,windspeed,uvindex,deviceid
04/04/2022 00:00:00,3,74.99,3.6,0,weather-pro-6
04/04/2022 00:05:00,2.4,75.64,3.3,0,weather-pro-6
04/04/2022 00:10:00,3.6,74.08,3.9,0,weather-pro-6
04/04/2022 00:15:00,2.2,74.16,4.5,0,weather-pro-6
04/04/2022 00:20:00,3.1,74.62,2.9,0,weather-pro-6
04/04/2022 00:25:00,3.4,74.62,4.5,0,weather-pro-6
04/04/2022 00:30:00,3.4,74.09,3.3,0,weather-pro-6
04/04/2022 00:35:00,3.8,74.99,3.3,0,weather-pro-6
04/04/2022 00:40:00,3.1,75.14,4.2,0,weather-pro-6
04/04/2022 00:45:00,2.8,74.03,3.9,0,weather-pro-6
04/04/2022 00:50:00,3.4,75.56,3.6,0,weather-pro-6
04/04/2022 00:55:00,3.9,74.36,3.1,0,weather-pro-6
04/04/2022 01:00:00,3,74.99,7.6,0,weather-pro-6
04/04/2022 01:05:00,2.6,74.25,8.2,0,weather-pro-6
04/04/2022 01:10:00,3.2,75.45,6.8,0,weather-pro-6
04/04/2022 01:15:00,2.9,75.06,6.8,0,weather-pro-6
04/04/2022 01:20:00,3.4,75.27,8.4,0,weather-pro-6
04/04/2022 01:25:00,2.5,74.19,8.5,0,weather-pro-6
04/04/2022 01:30:00,3.3,75.08,6.8,0,weather-pro-6
04/04/2022 01:35:00,3.7,75.33,7.8,0,weather-pro-6
04/04/2022 01:40:00,3.6,74.15,7.5,0,weather-pro-6
04/04/2022 01:45:00,3.4,75.83,8.1,0,weather-pro-6
04/04/2022 01:50:00,3,74.58,7.1,0,weather-pro-6
04/04/2022 01:55:00,3.9,75.48,8.2,0,weather-pro-6
04/04/2022 02:00:00,3,75.07,3.6,0,weather-pro-6
04/04/2022 02:05:00,3.8,75.24,4.6,0,weather-pro-6
04/04/2022 02:10:00,2.4,75.65,3,0,weather-pro-6
04/04/2022 02:15:00,2,74.14,2.9,0,weather-pro-6
04/04/2022 02:20:00,2.2,75.44,3.4,0,weather-pro-6
04/04/2022 02:25:00,2.2,74.72,3.1,0,weather-pro-6
04/04/2022 02:30:00,3.8,75.17,3.2,0,weather-pro-6
04/04/2022 02:35:00,3.7,74.67,4.5,0,weather-pro-6
04/04/2022 02:40:00,3.5,75.6,4.1,0,weather-pro-6
04/04/2022 02:45:00,3.4,74.23,2.9,0,weather-pro-6
04/04/2022 02:50:00,3.8,75.76,4.3,0,weather-pro-6
04/04/2022 02:55:00,3.5,75.81,3.2,0,weather-pro-6
04/04/2022 03:00:00,3,74.99,3.6,0,weather-pro-6
04/04/2022 03:05:00,3.8,74.75,3.7,0,weather-pro-6
04/04/2022 03:10:00,3,75.31,2.8,0,weather-pro-6
04/04/2022 03:15:00,2.6,74.56,4.5,0,weather-pro-6
04/04/2022 03:20:00,3.6,74.87,4.4,0,weather-pro-6
04/04/2022 03:25:00,2.6,75.63,4.1,0,weather-pro-6
04/04/2022 03:30:00,3,75.28,3.9,0,weather-pro-6
04/04/2022 03:35:00,2.9,74.65,4.5,0,weather-pro-6
04/04/2022 03:40:00,2.5,74.38,3.9,0,weather-pro-6
04/04/2022 03:45:00,3.5,75.02,4.2,0,weather-pro-6
04/04/2022 03:50:00,3.4,75.87,3.6,0,weather-pro-6
04/04/2022 03:55:00,2.3,75.15,2.6,0,weather-pro-6
04/04/2022 04:00:00,1,93.03,3.6,0,weather-pro-6
04/04/2022 04:05:00,1.9,93.59,4.1,0,weather-pro-6
04/04/2022 04:10:00,0.2,92.58,3.1,0,weather-pro-6
04/04/2022 04:15:00,1.5,93.74,3.5,0,weather-pro-6
04/04/2022 04:20:00,1.4,93.26,3.6,0,weather-pro-6
04/04/2022 04:25:00,1.3,93.67,4,0,weather-pro-6
04/04/2022 04:30:00,1.3,93.48,2.9,0,weather-pro-6
04/04/2022 04:35:00,0.6,92.82,4.3,0,weather-pro-6
04/04/2022 04:40:00,1.2,93.19,4.1,0,weather-pro-6
04/04/2022 04:45:00,1.1,92.37,4.2,0,weather-pro-6
04/04/2022 04:50:00,1.9,93.43,3.2,0,weather-pro-6
04/04/2022 04:55:00,0.1,93.18,2.8,0,weather-pro-6
04/04/2022 05:00:00,1.9,92.87,5.3,0,weather-pro-6
04/04/2022 05:05:00,1.7,93.26,5.8,0,weather-pro-6
04/04/2022 05:10:00,2.7,93.76,5.2,0,weather-pro-6
04/04/2022 05:15:00,2.2,93.28,5.9,0,weather-pro-6
04/04/2022 05:20:00,1.7,93.83,5.5,0,weather-pro-6
04/04/2022 05:25:00,1.1,92.56,5.8,0,weather-pro-6
04/04/2022 05:30:00,2.5,93.37,5.3,0,weather-pro-6
04/04/2022 05:35:00,1.9,93.42,6.3,0,weather-pro-6
04/04/2022 05:40:00,2.2,92.91,5,0,weather-pro-6
04/04/2022 05:45:00,2.2,93.4,5.8,0,weather-pro-6
04/04/2022 05:50:00,1.2,93.33,5.2,0,weather-pro-6
04/04/2022 05:55:00,1.6,93.69,6,0,weather-pro-6
04/04/2022 06:00:00,2,86.6,1.8,0,weather-pro-6
04/04/2022 06:05:00,1.2,86.4,1,0,weather-pro-6
04/04/2022 06:10:00,2.7,87.11,2.3,0,weather-pro-6
04/04/2022 06:15:00,1.4,86.69,1.4,0,weather-pro-6
04/04/2022 06:20:00,2.9,85.96,1.4,0,weather-pro-6
04/04/2022 06:25:00,1.7,86.46,1.5,0,weather-pro-6
04/04/2022 06:30:00,1.5,87.07,2.4,0,weather-pro-6
04/04/2022 06:35:00,2.8,86.93,2.6,0,weather-pro-6
04/04/2022 06:40:00,2.8,86.34,1.6,0,weather-pro-6
04/04/2022 06:45:00,2.3,86.73,1.2,0,weather-pro-6
04/04/2022 06:50:00,2.5,86.44,2.6,0,weather-pro-6
04/04/2022 06:55:00,1.9,87.04,1.3,0,weather-pro-6
04/04/2022 07:00:00,2,80.51,1.8,0,weather-pro-6
04/04/2022 07:05:00,1.8,80.41,2.3,0,weather-pro-6
04/04/2022 07:10:00,2.1,81.13,1.6,0,weather-pro-6
04/04/2022 07:15:00,2.2,80.46,1.9,0,weather-pro-6
04/04/2022 07:20:00,2.7,80,1.5,0,weather-pro-6
04/04/2022 07:25:00,1.3,79.66,2.3,0,weather-pro-6
04/04/2022 07:30:00,2.9,79.78,1.6,0,weather-pro-6
04/04/2022 07:35:00,2,81.32,2.8,0,weather-pro-6
04/04/2022 07:40:00,2,80.72,2,0,weather-pro-6
